query_id;subject_id;dN;dS;dNdS;perc_identity;num_ident_matches;alig_length;mismatches;gap_openings;n_gaps;pos_match;ppos;q_start;q_end;q_len;qcov;qcovhsp;s_start;s_end;s_len;evalue;bit_score;score_raw
AT1G01650.1;Medtr7g077800.1;0.1884;1.332;0.1414;73.245;386;527;140;1;1;441;83.68;12;538;541;97;97;8;533;538;0;803;2075
AT1G01690.3;NewID_00177109;0.4619;1.763;0.262;33.951;165;486;213;13;108;244;50.21;3;448;451;99;99;1;418;459;6.22e-54;187;475
AT1G01700.4;Medtr8g030850.1;0.2275;2.067;0.1101;62.575;311;497;139;8;47;367;73.84;23;512;516;95;95;13;469;471;0;593;1528
AT1G01710.1;Medtr7g077400.1;0.2148;2.012;0.1067;65.581;282;430;146;1;2;345;80.23;1;428;428;100;100;1;430;430;0;592;1527
AT1G01720.1;Medtr3g088110.1;0.1475;1.614;0.09141;71.429;215;301;63;8;23;240;79.73;1;290;290;100;100;1;289;289;5.27e-145;409;1051
AT1G01730.1;Medtr7g077380.1;0.4555;3.164;0.144;38.182;63;165;79;5;23;91;55.15;50;207;225;70;70;10;158;164;1.3e-26;101;251
AT1G01760.1;Medtr8g031440.1;0.306;1.757;0.1742;57.794;241;417;149;3;27;299;71.7;7;420;421;98;98;13;405;407;1.67e-163;466;1199
AT1G01770.1;Medtr8g031480.1;0.2129;1.417;0.1502;68.069;437;642;185;8;20;515;80.22;8;631;633;99;99;12;651;654;0;860;2222
AT1G01820.1;Medtr7g076200.1;0.1337;NA;NA;80.342;188;234;45;1;1;216;92.31;1;233;236;99;99;1;234;237;3.52e-141;395;1015
AT1G01840.1;Medtr7g076270.1;0.3342;1.633;0.2046;48.701;75;154;67;6;12;101;65.58;7;153;153;96;96;11;159;159;2.03e-33;115;289
AT1G01860.1;Medtr7g076280.1;0.2625;2.067;0.1269;67.846;211;311;93;1;7;250;80.39;41;344;344;88;88;40;350;350;9.31e-151;428;1101
AT1G01880.1;Medtr7g076290.1;0.3193;1.776;0.1798;54.16;332;613;264;8;17;435;70.96;1;598;600;99;99;1;611;613;0;653;1684
AT1G01900.1;Medtr7g075900.1;0.3247;1.768;0.1837;55.57;434;781;317;9;30;551;70.55;19;775;775;98;98;1;775;775;0;854;2207
AT1G01910.1;Medtr8g032880.1;0.1263;1.543;0.08185;82.235;287;349;62;0;0;321;91.98;5;353;354;99;99;6;354;359;0;579;1493
AT1G01920.1;Medtr7g076590.1;0.2626;1.737;0.1512;61.471;351;571;182;7;38;420;73.56;7;571;573;99;99;5;543;548;0;682;1761
AT1G01930.1;Medtr7g075170.1;0.2765;1.334;0.2074;53.936;322;597;224;12;51;421;70.52;18;580;581;97;97;7;586;636;0;526;1356
AT1G01940.1;Medtr8g036015.1;0.05012;1.43;0.03504;90.683;146;161;15;0;0;157;97.52;1;161;161;100;100;1;161;161;1.17e-110;311;798
AT1G01950.3;Medtr7g075060.1;0.1569;1.86;0.08436;72.246;669;926;210;6;47;776;83.8;1;916;916;100;100;1;889;889;0;1330;3443
AT1G01970.1;Medtr7g075010.1;0.3214;1.756;0.1831;64.62;221;342;121;0;0;275;80.41;68;409;410;83;83;84;425;427;1.58e-164;469;1207
AT1G02010.4;Medtr4g023610.1;0.1628;1.984;0.08202;67.291;467;694;175;10;52;550;79.25;1;680;704;97;97;1;656;661;0;938;2424
AT1G02020.1;Medtr4g025130.1;0.2592;2.122;0.1222;67.652;389;575;170;7;16;458;79.65;69;637;643;88;88;76;640;645;0;806;2083
AT1G02040.1;Medtr4g028610.1;0.5788;NA;NA;36.842;91;247;98;8;58;126;51.01;89;282;325;60;60;136;377;486;9.97e-33;127;318
AT1G02050.1;Medtr4g078730.1;0.1616;1.278;0.1264;75.318;296;393;92;3;5;337;85.75;1;392;396;99;99;1;389;390;0;606;1563
AT1G02060.1;Medtr7g044790.1;0.3071;2.594;0.1184;55.977;384;686;291;4;11;513;74.78;15;697;711;96;96;36;713;722;0;798;2060
AT1G02065.1;Medtr8g005960.1;0.3791;NA;NA;49.697;164;330;129;11;37;203;61.52;1;312;334;93;93;1;311;328;5.6e-84;257;657
AT1G02070.1;Medtr7g445390.1;0.3498;1.364;0.2564;54.962;72;131;50;4;9;88;67.18;2;132;132;99;99;5;126;126;6.3e-39;128;321
AT1G02080.1;NewID_00192102;0.2575;1.578;0.1632;60.738;1482;2440;846;27;112;1811;74.22;57;2425;2432;97;97;6;2404;2408;0;2838;7357
AT1G02090.1;Medtr7g081735.1;0.1554;1.406;0.1106;75;195;260;63;2;2;223;85.77;1;259;261;99;99;1;259;260;8.19e-146;409;1050
AT1G02090.2;Medtr7g081735.2;0.1487;1.553;0.09578;77.232;173;224;50;1;1;195;87.05;1;223;226;99;99;1;224;248;1.95e-128;363;931
AT1G02100.1;Medtr7g081715.1;0.1477;1.161;0.1273;74.462;242;325;74;2;9;276;84.92;1;316;333;95;95;5;329;341;0;513;1322
AT1G02120.1;Medtr8g006895.2;0.382;1.71;0.2234;45.741;290;634;269;11;75;386;60.88;18;590;599;96;96;2;621;624;1.62e-178;520;1338
AT1G02130.1;NewID_00179313;0.04546;1.704;0.02668;91.176;186;204;18;0;0;198;97.06;1;204;204;100;100;1;204;204;1.51e-142;396;1017
AT1G02140.1;Medtr3g118110.1;0.07207;2.362;0.03051;88.667;133;150;17;0;0;142;94.67;2;151;151;99;99;66;215;215;5.25e-98;281;719
AT1G02145.1;Medtr8g007345.1;0.2325;1.562;0.1488;66.462;325;489;159;2;5;396;80.98;8;492;494;98;98;5;492;495;0;657;1694
AT1G02150.1;Medtr8g007375.1;0.3066;2.648;0.1158;57.568;232;403;164;2;7;303;75.19;125;520;525;75;75;1;403;408;4.99e-170;487;1253
AT1G02160.1;Medtr7g050540.1;0.1101;1.538;0.07161;79.167;57;72;15;0;0;64;88.89;1;72;72;100;100;1;72;72;3.57e-36;116;291
AT1G02160.2;NewID_00155312;0.2324;2.52;0.09222;72.414;42;58;16;0;0;50;86.21;1;58;92;63;63;1;58;67;2.04e-25;90.5;223
AT1G02170.1;Medtr7g451400.1;0.1431;1.617;0.08847;73.961;267;361;87;4;7;304;84.21;14;368;368;96;96;5;364;364;0;533;1373
AT1G02180.1;Medtr8g009260.1;0.3383;1.888;0.1791;64.796;127;196;68;1;1;150;76.53;1;195;227;86;86;2;197;224;1.92e-86;256;653
AT1G02205.3;Medtr8g009560.1;0.2655;1.766;0.1504;61.367;386;629;233;2;10;502;79.81;1;629;631;99;99;1;619;623;0;815;2104
AT1G02260.1;Medtr8g038580.1;0.1807;1.955;0.09242;64.663;355;549;144;7;50;435;79.23;1;503;503;100;100;1;545;545;0;696;1796
AT1G02270.1;Medtr8g023830.1;0.2476;2.356;0.1051;64.192;294;458;140;8;24;352;76.86;42;484;485;91;91;16;464;467;0;573;1476
AT1G02305.1;Medtr7g111060.1;0.2172;2.051;0.1059;72.515;248;342;94;0;0;281;82.16;14;355;363;94;94;11;352;360;0;541;1394
AT1G02310.2;Medtr1g085420.1;0.326;2.038;0.16;55.062;223;405;167;7;15;291;71.85;24;421;432;92;92;7;403;404;6.94e-158;452;1163
AT1G02330.1;Medtr1g085470.1;0.1775;1.962;0.09048;66.894;196;293;71;6;26;226;77.13;2;278;280;99;99;9;291;292;4.34e-122;351;900
AT1G02370.1;Medtr1g086820.1;0.4451;NA;NA;43.16;224;519;245;6;50;320;61.66;1;519;538;96;96;1;469;481;7.01e-145;426;1095
AT1G02380.1;Medtr1g086670.2;0.561;NA;NA;35.071;74;211;114;8;23;112;53.08;8;197;232;82;82;10;218;237;7.37e-26;101;251
AT1G02390.1;Medtr1g086650.1;0.3444;NA;NA;54.935;295;537;207;12;35;384;71.51;9;527;531;98;98;10;529;543;0;572;1473
AT1G02400.1;Medtr1g086550.1;0.3088;1.639;0.1884;56.083;189;337;132;4;16;237;70.33;1;327;330;99;99;1;331;346;1.85e-132;381;979
AT1G02410.1;Medtr3g053650.1;0.2437;1.872;0.1302;61.592;178;289;87;4;24;207;71.63;1;269;288;93;93;1;285;286;2.17e-121;349;896
AT1G02420.1;Medtr1g086500.1;0.1928;1.814;0.1063;71.365;319;447;127;1;1;381;85.23;40;486;492;91;91;26;471;519;0;683;1763
AT1G02460.1;Medtr1g086390.1;0.2472;NA;NA;72.953;294;403;106;3;3;353;87.59;86;488;492;82;82;78;477;478;0;630;1626
AT1G02475.1;Medtr1g086340.1;0.27;1.704;0.1584;74.026;114;154;37;1;3;136;88.31;68;218;220;69;69;69;222;225;1.2e-84;251;640
AT1G02500.1;Medtr7g110310.1;0.03629;1.16;0.03127;92.875;365;393;28;0;0;384;97.71;2;394;394;99;99;3;395;395;0;744;1921
AT1G02530.1;Medtr4g124040.1;0.2093;2.397;0.08733;67.521;869;1287;394;9;24;1044;81.12;1;1273;1274;99;99;56;1332;1334;0;1721;4457
AT1G02560.1;Medtr1g086940.1;0.1335;1.219;0.1095;86.719;222;256;34;0;0;230;89.84;43;298;299;86;86;40;295;305;6.95e-164;458;1178
AT1G02610.1;Medtr1g087150.1;0.3212;1.368;0.2348;50.862;118;232;98;8;16;152;65.52;1;221;222;99;99;1;227;235;8.09e-56;178;451
AT1G02630.1;Medtr4g114710.1;0.2537;2.156;0.1177;63.868;251;393;128;5;14;308;78.37;9;390;390;98;98;10;399;399;2.51e-170;482;1240
AT1G02640.1;Medtr1g087240.1;0.1751;2.13;0.08218;73.664;565;767;195;4;7;644;83.96;7;769;769;99;99;3;766;766;0;1182;3058
AT1G02660.1;Medtr7g109350.1;0.3271;NA;NA;57.212;357;624;203;14;64;428;68.59;91;699;714;85;85;78;652;657;0;628;1619
AT1G02680.1;Medtr1g087370.1;0.181;1.585;0.1142;66.142;84;127;37;2;6;106;83.46;1;124;127;98;98;1;124;137;3.26e-57;174;441
AT1G02700.1;Medtr7g109280.1;0.4435;NA;NA;43.852;107;244;108;7;29;143;58.61;9;248;248;97;97;17;235;235;6.24e-53;172;435
AT1G02730.1;Medtr7g109200.1;0.1193;1.531;0.07794;78.421;934;1191;229;12;28;1039;87.24;1;1182;1182;100;100;1;1172;1172;0;1855;4806
AT1G02740.1;Medtr3g102460.1;0.3346;1.597;0.2095;53.309;145;272;124;1;3;195;71.69;52;323;328;83;83;32;300;315;5.97e-104;308;788
AT1G02790.1;Medtr1g088160.1;0.4989;3.494;0.1428;44.872;175;390;199;6;16;244;62.56;40;420;423;90;90;23;405;408;1.19e-112;337;863
AT1G02810.1;Medtr7g108875.1;0.2493;2.566;0.09715;61.856;360;582;187;9;35;429;73.71;11;580;580;98;98;9;567;567;0;706;1822
AT1G02816.1;Medtr1g088250.1;0.3403;1.493;0.228;60;84;140;52;1;4;107;76.43;30;165;167;81;81;22;161;163;6.15e-59;181;460
AT1G02840.3;Medtr8g058530.1;0.1934;1.701;0.1137;71.765;183;255;60;3;12;204;80;1;251;273;92;92;1;247;304;3.38e-105;308;789
AT1G02850.4;Medtr5g068740.1;0.302;2.029;0.1489;59.252;301;508;181;4;26;381;75;7;512;522;97;97;8;491;516;0;631;1628
AT1G02860.1;Medtr7g108840.1;0.2037;1.353;0.1506;66.964;225;336;92;4;19;265;78.87;1;336;336;100;100;1;317;317;1.19e-155;439;1129
AT1G02870.1;Medtr1g088670.1;0.2336;2.071;0.1128;56.477;109;193;60;4;24;133;68.91;1;193;194;99;99;1;169;171;1.02e-67;205;521
AT1G02880.1;Medtr8g058563.1;0.1933;1.884;0.1026;73.481;133;181;48;0;0;154;85.08;7;187;198;91;91;8;188;190;1.22e-97;281;720
AT1G02880.3;Medtr7g108680.1;0.2056;1.911;0.1076;67.954;176;259;78;1;5;214;82.63;4;257;268;95;95;1;259;261;9.66e-131;371;952
AT1G02910.1;Medtr7g108590.1;0.1845;1.307;0.1411;79.841;301;377;76;0;0;344;91.25;78;454;454;83;83;71;447;447;0;634;1636
AT1G02910.2;Medtr7g108590.2;0.2144;1.309;0.1638;79.585;230;289;59;0;0;267;92.39;78;366;371;78;78;71;359;365;3.74e-175;492;1266
AT1G02920.1;Medtr1g088825.1;0.294;1.264;0.2326;61.722;129;209;80;0;0;157;75.12;1;209;210;99;99;1;209;215;1.93e-90;265;676
AT1G02960.2;Medtr3g082270.1;0.6054;2.377;0.2547;34.012;117;344;192;11;35;181;52.62;142;471;472;70;70;139;461;466;5.27e-41;153;386
AT1G02970.1;Medtr7g108500.1;0.282;2.332;0.1209;58.367;286;490;189;7;15;368;75.1;15;497;501;96;96;2;483;491;0;581;1498
AT1G03000.1;Medtr7g089290.2;0.2502;1.534;0.163;60.634;593;978;324;15;61;710;72.6;1;942;942;100;100;1;953;953;0;1111;2874
AT1G03010.1;NewID_00157234;0.1796;2.458;0.07305;68.731;444;646;175;9;27;524;81.11;1;635;635;100;100;1;630;630;0;878;2268
AT1G03030.1;Medtr7g096100.1;0.2701;1.377;0.1961;65.134;170;261;91;0;0;220;84.29;42;302;302;86;86;48;308;308;8.86e-132;377;968
AT1G03050.1;Medtr2g008170.1;0.2628;2.113;0.1244;58.852;359;610;228;11;23;456;74.75;1;599;600;99;99;1;598;608;0;647;1668
AT1G03055.1;Medtr1g471050.1;0.3363;3.145;0.107;49.793;120;241;111;4;10;179;74.27;31;263;265;88;88;11;249;253;3.3e-86;258;658
AT1G03060.1;Medtr1g071260.1;0.1627;1.44;0.113;73.151;2651;3624;920;20;53;3052;84.22;1;3583;3602;99;99;1;3612;3613;0;5374;13941
AT1G03070.1;Medtr1g071430.1;0.1507;2.207;0.06829;76.113;188;247;55;1;4;214;86.64;1;247;248;99;99;1;243;245;2.08e-136;384;986
AT1G03080.1;Medtr1g071540.1;0.4049;1.567;0.2584;46.781;843;1802;865;16;94;1163;64.54;6;1730;1734;99;99;8;1792;1797;0;1377;3565
AT1G03090.1;Medtr1g071610.1;0.1971;1.472;0.1338;68.286;506;741;204;6;31;586;79.08;2;713;715;99;99;3;741;744;0;997;2577
AT1G03100.1;Medtr4g081540.1;0.2447;1.62;0.151;66.341;475;716;236;3;5;574;80.17;81;792;794;90;90;71;785;787;0;978;2529
AT1G03110.1;Medtr7g095190.1;0.2915;2.055;0.1418;60.584;249;411;153;4;9;312;75.91;17;424;428;95;95;16;420;424;2.94e-178;504;1299
AT1G03130.1;Medtr5g006130.1;0.1375;NA;NA;73.585;156;212;45;4;11;171;80.66;1;205;205;100;100;3;210;210;2.54e-104;300;767
AT1G03140.1;Medtr7g095000.1;0.1613;2.385;0.06763;71.734;302;421;110;3;9;355;84.32;1;421;421;100;100;1;412;412;0;553;1424
AT1G03150.1;Medtr7g117040.1;0.03866;1.329;0.02909;92.571;162;175;13;0;0;171;97.71;1;175;175;100;100;1;175;175;3.48e-124;347;890
AT1G03160.1;Medtr1g072270.1;0.3247;1.309;0.248;55.457;498;898;376;10;24;674;75.06;25;906;913;97;97;25;914;915;0;973;2515
AT1G03180.1;Medtr7g094790.1;0.3631;1.697;0.214;54.4;136;250;112;2;2;174;69.6;17;266;266;94;94;12;259;259;1.11e-92;274;701
AT1G03180.3;Medtr7g094790.3;0.3329;1.887;0.1765;57.778;104;180;75;1;1;129;71.67;1;180;180;100;100;3;181;181;1.89e-69;209;532
AT1G03190.1;Medtr2g084735.1;0.0881;1.91;0.04613;85;646;760;113;1;1;702;92.37;1;759;759;100;100;87;846;846;0;1373;3554
AT1G03210.1;Medtr1g072490.1;0.271;1.283;0.2113;59.459;176;296;104;4;16;219;73.99;4;287;287;99;99;3;294;294;2.34e-123;354;909
AT1G03220.1;Medtr1g072420.1;0.2754;2.145;0.1284;63.869;274;429;149;4;6;334;77.86;9;434;434;98;98;11;436;436;0;546;1406
AT1G03250.1;Medtr1g072510.1;0.2668;1.416;0.1884;64.224;149;232;82;1;1;182;78.45;15;246;246;94;94;17;247;247;8.13e-101;294;752
AT1G03280.1;Medtr8g077000.1;0.2326;1.748;0.1331;58.566;294;502;153;16;55;356;70.92;12;480;480;98;98;1;480;480;4.04e-178;508;1309
AT1G03310.1;NewID_00156711;0.3492;1.823;0.1916;56.495;461;816;321;10;34;582;71.32;71;877;883;91;91;59;849;865;0;897;2317
AT1G03330.1;Medtr7g104700.1;0.03152;1.856;0.01699;93.617;88;94;6;0;0;92;97.87;1;94;94;100;100;1;94;94;8.21e-62;183;464
AT1G03350.1;Medtr1g089850.1;0.374;1.575;0.2374;44.283;213;481;224;12;44;305;63.41;1;463;471;98;98;1;455;460;4.29e-105;321;822
AT1G03360.1;Medtr4g121550.1;0.2268;1.889;0.12;65.443;214;327;105;3;8;264;80.73;3;322;323;99;99;1;326;328;3.98e-159;448;1152
AT1G03370.1;Medtr4g134190.1;0.2364;1.513;0.1562;63.883;658;1030;341;8;31;820;79.61;1;1010;1021;99;99;1;1019;1023;0;1338;3464
AT1G03380.1;Medtr1g089110.2;0.3432;1.384;0.2479;57.995;486;838;315;11;37;595;71;2;829;960;86;86;1;811;969;0;924;2388
AT1G03390.1;Medtr1g053315.1;0.2526;1.63;0.155;66.087;304;460;145;6;11;362;78.7;5;458;462;98;98;6;460;466;0;623;1607
AT1G03430.1;Medtr7g114020.1;0.3565;2.718;0.1312;53.521;76;142;66;0;0;108;76.06;12;153;158;90;90;6;147;148;1.62e-53;167;422
AT1G03440.1;Medtr7g094010.1;0.2157;1.24;0.1739;70.39;271;385;113;1;1;324;84.16;13;396;398;96;96;8;392;393;0;555;1431
AT1G03470.1;NewID_00157216;0.4414;2.573;0.1716;39.568;110;278;112;11;56;155;55.76;6;241;270;87;87;9;272;314;4.34e-46;157;397
AT1G03475.1;Medtr5g098800.1;0.1349;1.513;0.08918;78.205;305;390;73;3;12;332;85.13;1;387;387;100;100;20;400;400;0;611;1576
AT1G03510.1;Medtr2g061460.1;0.3231;2.185;0.1479;55.814;240;430;185;3;5;312;72.56;5;429;430;99;99;8;437;439;7.22e-176;499;1285
AT1G03530.1;Medtr0072s0050.1;0.4753;NA;NA;64.362;121;188;63;3;4;149;79.26;336;520;802;23;23;154;340;568;1.92e-70;243;619
AT1G03540.1;Medtr2g048855.1;0.3119;3.987;0.07822;55.499;328;591;256;6;7;431;72.93;23;609;610;96;96;13;600;626;0;679;1751
AT1G03560.1;Medtr8g054410.1;0.2931;NA;NA;61.712;382;619;223;5;14;482;77.87;41;656;661;93;93;38;645;646;0;797;2058
AT1G03590.1;Medtr2g090190.1;0.19;1.662;0.1143;68.71;325;473;136;4;12;387;81.82;1;463;463;100;100;1;471;471;0;634;1634
AT1G03600.1;Medtr2g090200.1;0.253;1.258;0.2011;61.798;110;178;52;6;16;135;75.84;6;175;175;97;97;2;171;171;1.08e-64;196;499
AT1G03620.12;Medtr0258s0040.5;0.1782;1.546;0.1153;69.858;197;282;75;3;10;226;80.14;18;298;298;94;94;2;274;274;3.19e-140;397;1019
AT1G03650.1;Medtr4g046047.1;0.2029;1.452;0.1397;68.212;103;151;48;0;0;123;81.46;7;157;159;95;95;4;154;155;7.15e-75;221;563
AT1G03670.1;Medtr5g085480.1;0.6398;NA;NA;29.25;191;653;326;20;136;313;47.93;73;608;617;87;87;56;689;708;4.24e-64;224;572
AT1G03687.1;Medtr2g090335.1;0.339;NA;NA;66.972;219;327;105;3;3;260;79.51;49;373;382;85;85;50;375;384;1.71e-153;438;1127
AT1G03700.1;Medtr0004s0210.1;0.288;1.18;0.2441;59.627;96;161;65;0;0;127;78.88;5;165;165;98;98;4;164;164;1.32e-68;206;523
AT1G03780.2;Medtr4g078565.1;0.2899;1.39;0.2085;57.088;443;776;271;13;62;543;69.97;5;751;759;98;98;3;745;748;0;757;1954
AT1G03790.1;Medtr2g090605.1;0.4652;1.926;0.2415;44.193;156;353;144;9;53;199;56.37;82;394;394;79;79;77;416;416;3.1e-79;250;639
AT1G03820.1;Medtr2g090660.1;0.538;2.448;0.2197;31.984;79;247;98;10;70;103;41.7;23;223;223;90;90;22;244;244;1.89e-12;65.1;157
AT1G03840.1;NewID_00035546;0.3685;NA;NA;53.996;250;463;156;15;57;307;66.31;36;492;507;90;90;22;433;450;3.92e-148;432;1111
AT1G03900.1;Medtr1g069765.1;0.1454;1.752;0.083;74.035;211;285;49;8;25;230;80.7;6;273;273;98;98;4;280;280;4.99e-137;388;996
AT1G03905.1;Medtr1g069750.1;0.1518;1.511;0.1005;76.736;221;288;57;4;10;251;87.15;12;291;291;96;96;15;300;300;5.41e-161;450;1158
AT1G03910.1;Medtr7g102700.2;0.1582;1.761;0.08981;75.993;459;604;137;3;8;530;87.75;73;673;673;89;89;50;648;648;0;959;2478
AT1G03920.1;Medtr7g097150.1;0.1247;2.196;0.05677;75.492;422;559;108;6;29;463;82.83;1;554;570;97;97;1;535;539;0;865;2235
AT1G03940.1;Medtr2g089765.1;0.5739;2.726;0.2105;37.5;180;480;272;12;28;274;57.08;9;469;470;98;98;17;487;489;1.9e-99;307;787
AT1G03950.1;Medtr7g097170.1;0.07936;1.778;0.04463;86.19;181;210;29;0;0;197;93.81;1;210;211;99;99;1;210;213;1.15e-115;328;842
AT1G03980.2;Medtr7g097190.1;0.2204;1.577;0.1397;58.462;304;520;147;5;69;369;70.96;2;474;475;99;99;3;500;502;0;610;1574
AT1G04000.1;Medtr1g069640.1;0.4394;NA;NA;46.707;78;167;64;8;25;100;59.88;1;153;153;100;100;1;156;156;1.13e-32;114;284
AT1G04010.1;Medtr7g098010.2;0.1199;1.339;0.08957;77.302;487;630;131;3;12;549;87.14;12;634;634;98;98;9;633;633;0;1041;2692
AT1G04030.1;Medtr1g069610.1;0.4452;2.052;0.217;40.987;191;466;207;17;68;251;53.86;1;430;435;99;99;1;434;450;7.38e-73;236;602
AT1G04040.1;Medtr1g045120.1;0.3789;NA;NA;50.368;137;272;118;4;17;187;68.75;1;272;272;100;100;1;255;255;1.13e-95;282;721
AT1G04080.1;Medtr7g098430.1;0.2177;1.431;0.1521;65.312;482;738;232;10;24;569;77.1;37;769;769;95;95;109;827;827;0;946;2446
AT1G04110.1;NewID_00163204;0.2207;1.962;0.1125;67.51;507;751;233;5;11;630;83.89;27;776;776;97;97;26;766;779;0;1083;2802
AT1G04120.1;Medtr7g098690.1;0.1397;1.621;0.08619;76.424;1154;1510;325;7;31;1292;85.56;14;1515;1515;99;99;29;1515;1515;0;2295;5947
AT1G04140.1;Medtr7g099210.1;0.3034;1.254;0.242;55.93;448;801;281;12;72;541;67.54;23;783;791;96;96;1;769;772;0;830;2143
